email,full_name,contact,degree,degree_score,type,job_post,aptitude_score,technical_score,personality_score,average_score,category,hr_id,date_of_interview
rosalindacompton@gmail.com,Rosalinda Compton,8179177506,be_btech,82,Fresher,Associate Engineer,100,90,57,83,1,hr1,2002-11-17
reginanelms@gmail.com,Regina Nelms,8580169954,be_btech,80,Fresher,Associate Engineer,17,49,59,42,0,hr1,2002-11-17
adaroberts@gmail.com,Ada Roberts,8403634059,be_btech,61,Fresher,Associate Engineer,47,33,60,47,0,hr1,2002-11-17
johnmefford@gmail.com,John Mefford,8739471134,be_btech,76,Fresher,Associate Engineer,99,38,65,68,0,hr1,2002-11-17
paulinemeyer@gmail.com,Pauline Meyer,8676343688,be_btech,72,Fresher,Associate Engineer,77,46,32,52,0,hr1,2002-11-17
marycrow@gmail.com,Mary Crow,8133733332,be_btech,71,Fresher,Associate Engineer,6,60,41,36,0,hr1,2002-11-17
williamhulse@gmail.com,William Hulse,8077203744,be_btech,79,Fresher,Associate Engineer,90,50,47,63,0,hr1,2002-11-17
rebeccarichey@gmail.com,Rebecca Richey,8787830809,be_btech,77,Fresher,Associate Engineer,33,57,48,46,0,hr1,2002-11-17
loismeyers@gmail.com,Lois Meyers,8258115477,be_btech,69,Fresher,Associate Engineer,50,77,38,55,0,hr1,2002-11-17
jacqueedwards@gmail.com,Jacque Edwards,7954158211,be_btech,95,Fresher,Associate Engineer,65,67,56,63,0,hr1,2002-11-17
justincybulski@gmail.com,Justin Cybulski,8467043959,be_btech,94,Fresher,Associate Engineer,3,60,76,47,0,hr1,2002-11-17
lisaallison@gmail.com,Lisa Allison,8164015825,be_btech,94,Fresher,Associate Engineer,73,63,48,62,0,hr1,2002-11-17
brendaschneider@gmail.com,Brenda Schneider,8195481490,be_btech,71,Fresher,Associate Engineer,57,39,72,56,0,hr1,2002-11-17
daniellesmith@gmail.com,Danielle Smith,8042977079,be_btech,61,Fresher,Associate Engineer,19,64,68,51,0,hr1,2002-11-17
janetparson@gmail.com,Janet Parson,8298044466,be_btech,78,Fresher,Associate Engineer,19,31,93,48,0,hr1,2002-11-17
kevinzavala@gmail.com,Kevin Zavala,8572824560,be_btech,84,Fresher,Associate Engineer,33,33,50,39,0,hr1,2002-11-17
williamrodriguez@gmail.com,William Rodriguez,8710078239,be_btech,65,Fresher,Associate Engineer,62,71,33,56,0,hr1,2002-11-17
frederickdillon@gmail.com,Frederick Dillon,8521859182,be_btech,87,Fresher,Associate Engineer,44,64,38,49,0,hr1,2002-11-17
danieldow@gmail.com,Daniel Dow,8477257691,be_btech,80,Fresher,Associate Engineer,41,63,62,56,0,hr1,2002-11-17
luisbowen@gmail.com,Luis Bowen,7946107454,be_btech,64,Fresher,Associate Engineer,20,51,86,53,0,hr1,2002-11-17
patriciamettlen@gmail.com,Patricia Mettlen,8242672588,be_btech,66,Fresher,Associate Engineer,23,47,60,44,0,hr1,2002-11-17
mariaquintero@gmail.com,Maria Quintero,8075004875,be_btech,77,Fresher,Associate Engineer,35,65,62,54,0,hr1,2002-11-17
georgemuldrow@gmail.com,George Muldrow,8667017696,be_btech,90,Fresher,Associate Engineer,15,88,52,52,0,hr1,2002-11-17
nicholasjackson@gmail.com,Nicholas Jackson,7993317874,be_btech,69,Fresher,Associate Engineer,90,73,31,65,0,hr1,2002-11-17
jeanbowser@gmail.com,Jean Bowser,8061462149,be_btech,81,Fresher,Associate Engineer,18,46,95,53,0,hr1,2002-11-17
michealsmith@gmail.com,Micheal Smith,8037230832,be_btech,96,Fresher,Associate Engineer,8,67,43,40,0,hr1,2002-11-17
michaelwhorton@gmail.com,Michael Whorton,7891986947,be_btech,75,Fresher,Associate Engineer,33,46,66,49,0,hr1,2002-11-17
claudenading@gmail.com,Claude Nading,8314064881,be_btech,78,Fresher,Associate Engineer,97,62,70,77,1,hr1,2002-11-17
tyeshacreel@gmail.com,Tyesha Creel,8437838831,be_btech,66,Fresher,Associate Engineer,86,40,40,56,0,hr1,2002-11-17
mableomohundro@gmail.com,Mable Omohundro,8484224619,be_btech,77,Fresher,Associate Engineer,5,40,70,39,0,hr1,2002-11-17
mauricerodriguez@gmail.com,Maurice Rodriguez,8710771257,be_btech,96,Fresher,Associate Engineer,98,54,43,65,0,hr1,2002-11-17
mariapowell@gmail.com,Maria Powell,8180464325,be_btech,99,Fresher,Associate Engineer,57,64,34,52,0,hr1,2002-11-17
carolineburleson@gmail.com,Caroline Burleson,8140340593,be_btech,66,Fresher,Associate Engineer,90,48,94,78,1,hr1,2002-11-17
charlesgiambra@gmail.com,Charles Giambra,8383639147,be_btech,78,Fresher,Associate Engineer,49,39,36,42,0,hr1,2002-11-17
jamesdiaz@gmail.com,James Diaz,8481985406,be_btech,63,Fresher,Associate Engineer,2,82,32,39,0,hr1,2002-11-17
johnmurphy@gmail.com,John Murphy,7920515818,be_btech,97,Fresher,Associate Engineer,43,88,57,63,0,hr1,2002-11-17
antoniocowart@gmail.com,Antonio Cowart,8219127592,be_btech,62,Fresher,Associate Engineer,95,48,37,60,0,hr1,2002-11-17
danielmarlow@gmail.com,Daniel Marlow,8384726316,be_btech,90,Fresher,Associate Engineer,14,85,95,65,0,hr1,2002-11-17
markmonroe@gmail.com,Mark Monroe,8462264576,be_btech,80,Fresher,Associate Engineer,71,33,41,49,0,hr1,2002-11-17
jacquelinethomas@gmail.com,Jacqueline Thomas,8251133332,be_btech,88,Fresher,Associate Engineer,56,38,37,44,0,hr1,2002-11-17
emilyshamp@gmail.com,Emily Shamp,7902511573,be_btech,79,Fresher,Associate Engineer,67,72,54,65,0,hr1,2002-11-17
hildabarlow@gmail.com,Hilda Barlow,7941081624,be_btech,99,Fresher,Associate Engineer,18,47,50,40,0,hr1,2002-11-17
johnallen@gmail.com,John Allen,8262848959,be_btech,92,Fresher,Associate Engineer,94,56,54,68,0,admin,2003-12-27
charlenejoy@gmail.com,Charlene Joy,8697975512,be_btech,80,Fresher,Associate Engineer,33,86,50,57,0,admin,2003-12-27
jerrykruger@gmail.com,Jerry Kruger,8420828809,be_btech,86,Fresher,Associate Engineer,59,82,80,74,1,admin,2003-12-27
murielmays@gmail.com,Muriel Mays,8372253835,be_btech,95,Fresher,Associate Engineer,14,69,84,56,0,admin,2003-12-27
vickibattle@gmail.com,Vicki Battle,8765447521,be_btech,99,Fresher,Associate Engineer,45,65,90,67,0,admin,2003-12-27
earnestparrish@gmail.com,Earnest Parrish,8408431499,be_btech,76,Fresher,Associate Engineer,42,76,84,68,0,admin,2003-12-27
doncam@gmail.com,Don Cam,8346796184,be_btech,79,Fresher,Associate Engineer,50,82,57,63,0,admin,2003-12-27
frankbrunette@gmail.com,Frank Brunette,7937255029,be_btech,75,Fresher,Associate Engineer,85,37,75,66,0,admin,2003-12-27
alicebrown@gmail.com,Alice Brown,8165159700,be_btech,69,Fresher,Associate Engineer,15,36,66,39,0,admin,2003-12-27
neilspencer@gmail.com,Neil Spencer,8469956722,be_btech,67,Fresher,Associate Engineer,54,67,46,56,0,admin,2003-12-27
marjoriegaters@gmail.com,Marjorie Gaters,8629750810,be_btech,75,Fresher,Associate Engineer,67,85,78,77,1,admin,2003-12-27
robertabrinkley@gmail.com,Roberta Brinkley,8089015061,be_btech,82,Fresher,Associate Engineer,12,47,58,39,0,admin,2003-12-27
margaretcurtis@gmail.com,Margaret Curtis,7987079120,be_btech,99,Fresher,Associate Engineer,35,50,66,51,0,admin,2003-12-27
ricardoboney@gmail.com,Ricardo Boney,8470063991,be_btech,64,Fresher,Associate Engineer,62,55,30,49,0,admin,2003-12-27
robertstrother@gmail.com,Robert Strother,7953101957,be_btech,83,Fresher,Associate Engineer,32,62,61,52,0,admin,2003-12-27
lorileelindsey@gmail.com,Lorilee Lindsey,8022647255,be_btech,61,Fresher,Associate Engineer,79,34,42,52,0,admin,2003-12-27
johnritchey@gmail.com,John Ritchey,8475348154,be_btech,64,Fresher,Associate Engineer,25,69,89,61,0,admin,2003-12-27
thomasgeorge@gmail.com,Thomas George,8605467343,be_btech,99,Fresher,Associate Engineer,14,51,44,37,0,admin,2003-12-27
emmaslade@gmail.com,Emma Slade,7906534172,be_btech,92,Fresher,Associate Engineer,41,78,68,63,0,admin,2003-12-27
elaineshelton@gmail.com,Elaine Shelton,8623942066,be_btech,92,Fresher,Associate Engineer,2,53,78,45,0,admin,2003-12-27
ericbabiarz@gmail.com,Eric Babiarz,7984859298,be_btech,82,Fresher,Associate Engineer,95,50,35,60,0,admin,2003-12-27
tiffanybrandi@gmail.com,Tiffany Brandi,8576496150,be_btech,90,Fresher,Associate Engineer,52,69,94,72,1,admin,2003-12-27
mariowoolford@gmail.com,Mario Woolford,8022596607,be_btech,62,Fresher,Associate Engineer,48,83,37,56,0,admin,2003-12-27
ruthdavis@gmail.com,Ruth Davis,7944761556,be_btech,92,Fresher,Associate Engineer,8,57,75,47,0,admin,2003-12-27
kristinogami@gmail.com,Kristin Ogami,8486846460,be_btech,89,Fresher,Associate Engineer,42,74,57,58,0,admin,2003-12-27
celestinebrown@gmail.com,Celestine Brown,8224651226,be_btech,65,Fresher,Associate Engineer,14,37,48,33,0,admin,2003-12-27
lesliewilson@gmail.com,Leslie Wilson,8661784054,be_btech,72,Fresher,Associate Engineer,26,30,89,49,0,admin,2003-12-27
jenniferberger@gmail.com,Jennifer Berger,8274372913,be_btech,72,Fresher,Associate Engineer,91,63,58,71,1,admin,2003-12-27
andrewpettit@gmail.com,Andrew Pettit,8447077246,be_btech,70,Fresher,Associate Engineer,27,86,55,56,0,admin,2003-12-27
jeromecam@gmail.com,Jerome Cam,7987037121,be_btech,84,Fresher,Associate Engineer,84,32,41,53,0,admin,2003-12-27
theresaappell@gmail.com,Theresa Appell,7890292470,be_btech,74,Fresher,Associate Engineer,46,84,95,75,1,admin,2003-12-27
gaylepetrowski@gmail.com,Gayle Petrowski,8084320229,be_btech,84,Fresher,Associate Engineer,34,54,64,51,0,admin,2003-12-27
zacharyarnold@gmail.com,Zachary Arnold,8476085845,be_btech,65,Fresher,Associate Engineer,88,74,46,70,1,admin,2003-12-27
jowhite@gmail.com,Jo White,8678025918,be_btech,83,Fresher,Associate Engineer,30,53,82,55,0,admin,2003-12-27
lisamoody@gmail.com,Lisa Moody,8284765988,be_btech,98,Fresher,Associate Engineer,12,73,42,43,0,admin,2003-12-27
ingridhill@gmail.com,Ingrid Hill,8131577887,be_btech,83,Fresher,Associate Engineer,32,88,31,51,0,admin,2003-12-27
raymondtimme@gmail.com,Raymond Timme,8308697029,be_btech,79,Fresher,Associate Engineer,95,38,74,69,0,admin,2003-12-27
johnshell@gmail.com,John Shell,8071591252,be_btech,78,Fresher,Associate Engineer,34,53,91,60,0,admin,2003-12-27
terrigeddes@gmail.com,Terri Geddes,8141403004,be_btech,71,Fresher,Associate Engineer,60,82,93,79,1,admin,2003-12-27
hollycoleman@gmail.com,Holly Coleman,8363316500,be_btech,66,Fresher,Associate Engineer,73,74,84,77,1,admin,2003-12-27
lisafavorito@gmail.com,Lisa Favorito,8245475825,be_btech,91,Fresher,Associate Engineer,58,52,66,59,0,admin,2003-12-27
cierameyer@gmail.com,Ciera Meyer,8269902612,be_btech,98,Fresher,Associate Engineer,48,86,39,58,0,admin,2003-12-27
marvelfisher@gmail.com,Marvel Fisher,8323747609,be_btech,87,Fresher,Associate Engineer,44,65,92,67,0,admin,2003-12-27
lewisbisard@gmail.com,Lewis Bisard,8032778829,be_btech,62,Fresher,Associate Engineer,15,86,61,54,0,admin,2003-12-27
richardbradford@gmail.com,Richard Bradford,8486810425,be_btech,79,Fresher,Associate Engineer,23,90,76,63,0,admin,2003-12-27
christopherowens@gmail.com,Christopher Owens,7991254230,be_btech,76,Fresher,Associate Engineer,20,44,66,44,0,admin,2003-12-27
jameskyle@gmail.com,James Kyle,8631225305,be_btech,80,Fresher,Associate Engineer,31,55,68,52,0,admin,2003-12-27
jackvallot@gmail.com,Jack Vallot,8643615631,be_btech,87,Fresher,Associate Engineer,32,60,72,55,0,admin,2003-12-27
theresapark@gmail.com,Theresa Park,7996508234,be_btech,80,Fresher,Associate Engineer,29,80,74,61,0,admin,2003-12-27
ammiewitters@gmail.com,Ammie Witters,8264604221,be_btech,87,Fresher,Associate Engineer,81,78,53,71,1,admin,2003-12-27
karibeam@gmail.com,Kari Beam,8748099837,be_btech,87,Fresher,Associate Engineer,50,70,91,71,1,admin,2003-12-27
barbaranikolic@gmail.com,Barbara Nikolic,8655275453,be_btech,77,Fresher,Associate Engineer,0,79,95,58,0,admin,2003-12-27
ronaldalston@gmail.com,Ronald Alston,8349389054,be_btech,87,Fresher,Associate Engineer,46,70,92,70,1,admin,2003-12-27
aleciarodriguez@gmail.com,Alecia Rodriguez,7944508503,be_btech,78,Fresher,Associate Engineer,27,71,66,55,0,admin,2003-12-27
brandontreat@gmail.com,Brandon Treat,8249711601,be_btech,61,Fresher,Associate Engineer,11,50,61,41,0,admin,2003-12-27
kathyjohnson@gmail.com,Kathy Johnson,8634080294,be_btech,85,Fresher,Associate Engineer,8,73,48,43,0,admin,2003-12-27
heathersoler@gmail.com,Heather Soler,8175264758,be_btech,94,Fresher,Associate Engineer,99,40,71,70,1,admin,2003-12-27
jerryhamed@gmail.com,Jerry Hamed,8016378328,be_btech,97,Fresher,Associate Engineer,43,82,94,73,1,admin,2003-12-27
juliussantiago@gmail.com,Julius Santiago,8010802926,be_btech,95,Fresher,Associate Engineer,42,70,61,58,0,admin,2003-12-27
kimberlyburciaga@gmail.com,Kimberly Burciaga,7902053872,be_btech,91,Fresher,Associate Engineer,56,81,76,71,1,admin,2003-12-27
wilmarabenold@gmail.com,Wilma Rabenold,8701768107,be_btech,69,Fresher,Associate Engineer,57,54,55,56,0,admin,2003-12-27
lonniemurphy@gmail.com,Lonnie Murphy,8753009433,be_btech,98,Fresher,Associate Engineer,84,65,46,65,0,admin,2003-12-27
williamsims@gmail.com,William Sims,8742033687,be_btech,85,Fresher,Associate Engineer,48,76,42,56,0,admin,2003-12-27
johnheatherington@gmail.com,John Heatherington,8184685198,be_btech,69,Fresher,Associate Engineer,24,64,38,42,0,admin,2003-12-27
patriciaquasdorf@gmail.com,Patricia Quasdorf,8497890912,be_btech,83,Fresher,Associate Engineer,51,52,39,48,0,admin,2003-12-27
williampessin@gmail.com,William Pessin,8569916523,be_btech,64,Fresher,Associate Engineer,42,43,95,60,0,admin,2003-12-27
scottadams@gmail.com,Scott Adams,8702304164,be_btech,70,Fresher,Associate Engineer,91,78,74,81,1,admin,2003-12-27
carolynjohnson@gmail.com,Carolyn Johnson,8170345708,be_btech,98,Fresher,Associate Engineer,48,75,86,70,1,admin,2003-12-27
gwenstone@gmail.com,Gwen Stone,8571477611,be_btech,93,Fresher,Associate Engineer,73,76,84,78,1,admin,2003-12-27
christophercortes@gmail.com,Christopher Cortes,7937220979,be_btech,88,Fresher,Associate Engineer,21,81,44,49,0,admin,2003-12-27
aprilriggs@gmail.com,April Riggs,8731783540,be_btech,62,Fresher,Associate Engineer,8,70,75,51,0,admin,2003-12-27
bettygreen@gmail.com,Betty Green,8418201531,be_btech,80,Fresher,Associate Engineer,17,66,71,52,0,admin,2003-12-27
gracelujan@gmail.com,Grace Lujan,8739364311,be_btech,69,Fresher,Associate Engineer,92,48,76,72,1,admin,2003-12-27
williamdixon@gmail.com,William Dixon,8733311002,be_btech,76,Fresher,Associate Engineer,97,51,51,67,0,hr2,2004-11-09
arturowilliams@gmail.com,Arturo Williams,8488169287,be_btech,72,Fresher,Associate Engineer,65,66,43,58,0,hr2,2004-11-09
loisthomson@gmail.com,Lois Thomson,8643415699,be_btech,77,Fresher,Associate Engineer,41,54,82,59,0,hr2,2004-11-09
franciscotorre@gmail.com,Francisco Torre,8591611379,be_btech,62,Fresher,Associate Engineer,13,53,79,49,0,hr2,2004-11-09
marvinparker@gmail.com,Marvin Parker,8676981942,be_btech,80,Fresher,Associate Engineer,83,53,30,56,0,hr2,2004-11-09
margaretmartines@gmail.com,Margaret Martines,8530902735,be_btech,87,Fresher,Associate Engineer,90,60,65,72,1,hr2,2004-11-09
jamesbrooks@gmail.com,James Brooks,8060177051,be_btech,79,Fresher,Associate Engineer,95,40,39,58,0,hr2,2004-11-09
kathleenjohnson@gmail.com,Kathleen Johnson,8573527044,be_btech,76,Fresher,Associate Engineer,86,71,92,83,1,hr2,2004-11-09
josephmoore@gmail.com,Joseph Moore,8274598758,be_btech,62,Fresher,Associate Engineer,87,46,84,73,1,hr2,2004-11-09
dianneintrieri@gmail.com,Dianne Intrieri,8253443560,be_btech,68,Fresher,Associate Engineer,45,43,56,48,0,hr2,2004-11-09
helenhollingsworth@gmail.com,Helen Hollingsworth,7928038911,be_btech,97,Fresher,Associate Engineer,79,45,32,52,0,hr2,2004-11-09
rosalower@gmail.com,Rosa Lower,8329619394,be_btech,89,Fresher,Associate Engineer,51,85,76,71,1,hr2,2004-11-09
elainehumphries@gmail.com,Elaine Humphries,8525650689,be_btech,82,Fresher,Associate Engineer,2,79,91,58,0,hr2,2004-11-09
vickyconnelly@gmail.com,Vicky Connelly,8509789443,be_btech,74,Fresher,Associate Engineer,52,65,76,65,0,hr2,2004-11-09
barbaralackey@gmail.com,Barbara Lackey,8548759196,be_btech,88,Fresher,Associate Engineer,43,53,68,55,0,hr2,2004-11-09
michellegibson@gmail.com,Michelle Gibson,7948687557,be_btech,61,Fresher,Associate Engineer,26,49,34,37,0,hr2,2004-11-09
boycezavala@gmail.com,Boyce Zavala,8403141295,be_btech,93,Fresher,Associate Engineer,8,39,61,36,0,hr2,2004-11-09
delsiekorn@gmail.com,Delsie Korn,8393461958,be_btech,90,Fresher,Associate Engineer,29,80,84,65,0,hr2,2004-11-09
harrykohl@gmail.com,Harry Kohl,7953313679,be_btech,94,Fresher,Associate Engineer,2,82,45,43,0,hr2,2004-11-09
alicetoney@gmail.com,Alice Toney,8153606854,be_btech,66,Fresher,Associate Engineer,37,83,47,56,0,hr2,2004-11-09
beatriceparker@gmail.com,Beatrice Parker,8337144234,be_btech,74,Fresher,Associate Engineer,35,59,55,50,0,hr2,2004-11-09
davidharms@gmail.com,David Harms,8479282774,be_btech,75,Fresher,Associate Engineer,0,69,74,48,0,hr2,2004-11-09
calvinhines@gmail.com,Calvin Hines,8413767899,be_btech,99,Fresher,Associate Engineer,49,40,91,60,0,hr2,2004-11-09
marcusluft@gmail.com,Marcus Luft,8571056128,be_btech,65,Fresher,Associate Engineer,79,60,50,63,0,hr2,2004-11-09
alisagarrison@gmail.com,Alisa Garrison,8676025681,be_btech,79,Fresher,Associate Engineer,24,47,31,34,0,hr2,2004-11-09
debramarker@gmail.com,Debra Marker,8249570997,be_btech,95,Fresher,Associate Engineer,82,60,72,72,1,hr2,2004-11-09
waynecampbell@gmail.com,Wayne Campbell,8142235566,be_btech,67,Fresher,Associate Engineer,41,61,42,48,0,hr2,2004-11-09
lesliesmith@gmail.com,Leslie Smith,7997827173,be_btech,63,Fresher,Associate Engineer,73,53,32,53,0,hr2,2004-11-09
laurencehelmes@gmail.com,Laurence Helmes,8188739859,be_btech,92,Fresher,Associate Engineer,15,81,73,57,0,hr2,2004-11-09
elizabethfurst@gmail.com,Elizabeth Furst,8190977673,be_btech,68,Fresher,Associate Engineer,33,63,38,45,0,hr2,2004-11-09
cristinawest@gmail.com,Cristina West,8309598406,be_btech,72,Fresher,Associate Engineer,72,32,69,58,0,hr2,2004-11-09
danieldavis@gmail.com,Daniel Davis,8509550425,be_btech,87,Fresher,Associate Engineer,2,40,81,41,0,hr2,2004-11-09
craigmeyers@gmail.com,Craig Meyers,8380607495,be_btech,70,Fresher,Associate Engineer,60,43,76,60,0,hr2,2004-11-09
donbouffard@gmail.com,Don Bouffard,8635946820,be_btech,71,Fresher,Associate Engineer,9,88,53,50,0,hr2,2004-11-09
stevenmckenzie@gmail.com,Steven Mckenzie,8703788781,be_btech,95,Fresher,Associate Engineer,15,63,32,37,0,hr2,2004-11-09
jackorem@gmail.com,Jack Orem,8546423101,be_btech,90,Fresher,Associate Engineer,61,35,84,60,0,hr2,2004-11-09
manuelcorral@gmail.com,Manuel Corral,7957540465,be_btech,94,Fresher,Associate Engineer,28,40,93,54,0,hr2,2004-11-09
jamesjones@gmail.com,James Jones,8368055449,be_btech,69,Fresher,Associate Engineer,91,49,87,76,1,hr2,2004-11-09
barbaravincent@gmail.com,Barbara Vincent,7995759351,be_btech,85,Fresher,Associate Engineer,94,42,37,58,0,hr2,2004-11-09
jeanettemiles@gmail.com,Jeanette Miles,8724260708,be_btech,96,Fresher,Associate Engineer,88,49,82,73,1,hr2,2004-11-09
brianlyle@gmail.com,Brian Lyle,8231516782,be_btech,63,Fresher,Associate Engineer,76,63,91,77,1,hr2,2004-11-09
martypina@gmail.com,Marty Pina,8443375206,be_btech,66,Fresher,Associate Engineer,74,55,57,62,0,hr2,2004-11-09
jeffreybanks@gmail.com,Jeffrey Banks,8641041868,be_btech,87,Fresher,Associate Engineer,49,50,70,57,0,hr2,2004-11-09
michaelcurry@gmail.com,Michael Curry,8355798448,be_btech,76,Fresher,Associate Engineer,31,50,60,47,0,hr2,2004-11-09
robertperson@gmail.com,Robert Person,8405468117,be_btech,71,Fresher,Associate Engineer,52,34,54,47,0,hr2,2004-11-09
jacquelineriegel@gmail.com,Jacqueline Riegel,8083088381,be_btech,88,Fresher,Associate Engineer,88,71,72,77,1,hr2,2004-11-09
curtiscummins@gmail.com,Curtis Cummins,8450720579,be_btech,95,Fresher,Associate Engineer,85,57,43,62,0,hr2,2004-11-09
nanettekunz@gmail.com,Nanette Kunz,8307187754,be_btech,70,Fresher,Associate Engineer,14,37,36,29,0,hr2,2004-11-09
susanawatson@gmail.com,Susana Watson,8122864122,be_btech,87,Fresher,Associate Engineer,79,61,67,69,0,hr2,2004-11-09
kennethrussell@gmail.com,Kenneth Russell,8333312167,be_btech,93,Fresher,Associate Engineer,74,58,94,76,1,hr2,2004-11-09
danielhamlin@gmail.com,Daniel Hamlin,8474718077,be_btech,85,Fresher,Associate Engineer,31,36,54,41,0,hr2,2004-11-09
richardolive@gmail.com,Richard Olive,8680548733,be_btech,86,Fresher,Associate Engineer,50,85,33,56,0,hr2,2004-11-09
miguelertel@gmail.com,Miguel Ertel,8658217342,be_btech,87,Fresher,Associate Engineer,69,65,42,59,0,hr2,2004-11-09
haroldfisher@gmail.com,Harold Fisher,8007181419,be_btech,85,Fresher,Associate Engineer,79,49,81,70,1,hr2,2004-11-09
derekgordon@gmail.com,Derek Gordon,8693910038,be_btech,71,Fresher,Associate Engineer,59,36,91,62,0,hr2,2004-11-09
rondahansen@gmail.com,Ronda Hansen,8241366647,be_btech,90,Fresher,Associate Engineer,44,70,61,59,0,hr2,2004-11-09
davidwilliams@gmail.com,David Williams,8743375845,be_btech,75,Fresher,Associate Engineer,36,62,82,60,0,hr2,2004-11-09
gloriawrigley@gmail.com,Gloria Wrigley,8087251965,be_btech,79,Fresher,Associate Engineer,100,62,62,75,1,hr2,2004-11-09
soniaeastman@gmail.com,Sonia Eastman,7954795516,be_btech,94,Fresher,Associate Engineer,85,84,53,74,1,hr2,2004-11-09
karengonzalez@gmail.com,Karen Gonzalez,8064928789,be_btech,77,Fresher,Associate Engineer,6,84,56,49,0,hr2,2004-11-09
manuelastengle@gmail.com,Manuela Stengle,8417777719,be_btech,95,Fresher,Associate Engineer,95,43,71,70,1,hr2,2004-11-09
brandonmacpherson@gmail.com,Brandon Macpherson,8135376946,be_btech,74,Fresher,Associate Engineer,11,58,90,53,0,hr2,2004-11-09
richardgoff@gmail.com,Richard Goff,8512799171,be_btech,83,Fresher,Associate Engineer,54,37,92,61,0,hr2,2004-11-09
boydbattle@gmail.com,Boyd Battle,8466974304,be_btech,95,Fresher,Associate Engineer,16,87,49,51,0,hr2,2004-11-09
jamesmoshier@gmail.com,James Moshier,8390713673,be_btech,81,Fresher,Associate Engineer,56,42,89,63,0,hr2,2004-11-09
stevefeazel@gmail.com,Steve Feazel,8477877548,be_btech,68,Fresher,Associate Engineer,94,47,89,77,1,hr2,2004-11-09
codywhipple@gmail.com,Cody Whipple,8783452547,be_btech,65,Fresher,Associate Engineer,89,61,74,75,1,hr2,2004-11-09
georgesolt@gmail.com,George Solt,7962571772,be_btech,71,Fresher,Associate Engineer,64,52,44,54,0,hr2,2004-11-09
patriciamoorhead@gmail.com,Patricia Moorhead,7934624463,be_btech,96,Fresher,Associate Engineer,70,77,64,71,1,hr2,2004-11-09
mildredmonson@gmail.com,Mildred Monson,8243377078,be_btech,73,Fresher,Associate Engineer,26,81,82,63,0,hr2,2004-11-09
cynthiatinsley@gmail.com,Cynthia Tinsley,7920889227,be_btech,63,Fresher,Associate Engineer,1,71,92,55,0,hr2,2004-11-09
cherylcornell@gmail.com,Cheryl Cornell,8053727088,be_btech,76,Fresher,Associate Engineer,67,90,59,72,1,hr2,2004-11-09
williamwilliams@gmail.com,William Williams,7887982664,be_btech,88,Fresher,Associate Engineer,29,30,58,39,0,hr2,2004-11-09
jamaallaigo@gmail.com,Jamaal Laigo,8371044131,be_btech,91,Fresher,Associate Engineer,30,88,33,51,0,hr2,2004-11-09
rossschultz@gmail.com,Ross Schultz,8567254667,be_btech,90,Fresher,Associate Engineer,94,42,61,66,0,hr2,2004-11-09
johngastelum@gmail.com,John Gastelum,7905132524,be_btech,86,Fresher,Associate Engineer,79,38,74,64,0,hr2,2004-11-09
peterhawkins@gmail.com,Peter Hawkins,8582176811,be_btech,98,Fresher,Associate Engineer,82,49,49,60,0,hr2,2004-11-09
denisekirkman@gmail.com,Denise Kirkman,8241169429,be_btech,87,Fresher,Associate Engineer,53,47,55,52,0,hr2,2004-11-09
gwendolynsantillo@gmail.com,Gwendolyn Santillo,8721541426,be_btech,77,Fresher,Associate Engineer,80,68,50,66,0,hr2,2004-11-09
larrybrown@gmail.com,Larry Brown,8179036916,be_btech,64,Fresher,Associate Engineer,10,44,31,29,0,hr2,2004-11-09
garygreen@gmail.com,Gary Green,8127934520,be_btech,64,Fresher,Associate Engineer,50,30,67,49,0,hr2,2004-11-09
bettythomas@gmail.com,Betty Thomas,8427927667,be_btech,90,Fresher,Associate Engineer,86,88,85,87,1,hr2,2004-11-09
johnlynn@gmail.com,John Lynn,8227696682,be_btech,77,Fresher,Associate Engineer,11,67,85,55,0,hr2,2004-11-09
frankchurchill@gmail.com,Frank Churchill,8404272057,be_btech,90,Fresher,Associate Engineer,72,50,31,51,0,hr2,2004-11-09
laurenbateman@gmail.com,Lauren Bateman,8397505946,be_btech,92,Fresher,Associate Engineer,99,54,34,63,0,hr2,2004-11-09
vernonclemons@gmail.com,Vernon Clemons,8681269638,be_btech,69,Fresher,Associate Engineer,90,52,58,67,0,hr2,2004-11-09
alfredclow@gmail.com,Alfred Clow,8177089408,be_btech,98,Fresher,Associate Engineer,67,80,80,76,1,hr2,2004-11-09
ethelscordato@gmail.com,Ethel Scordato,8775270270,be_btech,62,Fresher,Associate Engineer,28,80,39,49,0,hr2,2004-11-09
arthurmiller@gmail.com,Arthur Miller,8745442546,be_btech,89,Fresher,Associate Engineer,33,54,61,50,0,hr2,2004-11-09
jasonazure@gmail.com,Jason Azure,8601515039,be_btech,66,Fresher,Associate Engineer,29,30,94,51,0,hr2,2004-11-09
jeanniedale@gmail.com,Jeannie Dale,8209774223,be_btech,83,Fresher,Associate Engineer,24,31,52,36,0,hr2,2004-11-09
natalieshyne@gmail.com,Natalie Shyne,8417836464,be_btech,96,Fresher,Associate Engineer,21,77,59,53,0,hr2,2004-11-09
nicolashardie@gmail.com,Nicolas Hardie,8364005719,be_btech,95,Fresher,Associate Engineer,63,53,43,53,0,hr2,2004-11-09
